"Policy No","Amount","Source System","Type","ID","Currency","PAS Ledger Account No","LOB Code","Country Code","Postal Code","State Province","Territory","Broker Code","Coverage Code","Premium Code","Product Code","Entity","Coverage FK","Policy FK","Transaction Type","Billing Acct No","Payment Method","Transaction ID","State","Coverage ID","Period Type","Period Start","Period End","Split Party Code","Posting Level","Policy ID","ID_1","Created By","Description","Entity Ref No","Entity Ref","Entity Type","Manual Txn Ind","Txn Date","Effective Date","Txn Type","Accounting Date","Export Status","Ledger Txn ID","Entries ID"
"NJSS107000051","201.7","RecurringPayment","BillingLedgerEntry","1059607540","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077454","AAAPaymentDetailsEFT","500419807","NJ","","","","","","","","1058822530","ipbsys","","600077454","1058820638","BillingTransaction","","2017-09-20 01:46:07.0","2017-09-20 00:00:00.0","BillingAccount","2017-09-20 00:00:00.0","exported","1058822530","1059607540"
"NJSS107000051","201.7","RecurringPayment","BillingLedgerEntry","1059607563","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077454","AAAPaymentDetailsEFT","500419824","NJ","","","","","","","","1058822540","ipbsys","","600077454","1058820648","BillingTransaction","","2017-10-20 01:46:08.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058822540","1059607563"
"NJSS107000051","201.7","RecurringPayment","BillingLedgerEntry","1059607586","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077454","AAAPaymentDetailsEFT","500419839","NJ","","","","","","","","1058822550","ipbsys","","600077454","1058820658","BillingTransaction","","2017-11-20 01:46:07.0","2017-11-20 00:00:00.0","BillingAccount","2017-11-20 00:00:00.0","exported","1058822550","1059607586"
"NJSS107000051","201.7","RecurringPayment","BillingLedgerEntry","1059607609","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077454","AAAPaymentDetailsEFT","500419857","NJ","","","","","","","","1058822560","ipbsys","","600077454","1058820668","BillingTransaction","","2017-12-20 01:46:08.0","2017-12-20 00:00:00.0","BillingAccount","2017-12-20 00:00:00.0","exported","1058822560","1059607609"
"NJSS107000051","201.7","RecurringPayment","BillingLedgerEntry","1059607629","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077454","AAAPaymentDetailsEFT","500419877","NJ","","","","","","","","1058822569","ipbsys","","600077454","1058820677","BillingTransaction","","2018-01-22 01:46:40.0","2018-01-22 00:00:00.0","BillingAccount","2018-01-22 00:00:00.0","exported","1058822569","1059607629"
"NJSS107000051","201.7","RecurringPayment","BillingLedgerEntry","1059607649","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077454","AAAPaymentDetailsEFT","500419895","NJ","","","","","","","","1058822578","ipbsys","","600077454","1058820686","BillingTransaction","","2018-02-20 01:46:20.0","2018-02-20 00:00:00.0","BillingAccount","2018-02-20 00:00:00.0","exported","1058822578","1059607649"
"NJSS107000063","-181.7","PaymentDeclined","BillingLedgerEntry","1060253307","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","PaymentDeclined","600077470","","500419999","NJ","","","","","","","","1058798640","qa","","600077470","1058790591","BillingTransaction","","2017-05-22 17:12:41.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798640","1060253307"
"NJSS107000063","181.7","RecurringPayment","BillingLedgerEntry","1059607760","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","RecurringPayment","600077470","AAAPaymentDetailsEFT","500419993","NJ","","","","","","","","1058822621","ipbsys","","600077470","1058820753","BillingTransaction","","2017-05-22 17:12:18.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058822621","1059607760"
"NJSS107000063","181.7","ManualPayment","BillingLedgerEntry","1060253371","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077470","PaymentDetailsCash","500420006","NJ","","","","","","","","1058798647","qa","","600077470","1058790598","BillingTransaction","","2017-05-25 17:12:37.0","2017-05-25 00:00:00.0","BillingAccount","2017-05-25 00:00:00.0","exported","1058798647","1060253371"
"NJSS107000067","219.2","ManualPayment","BillingLedgerEntry","1060023995","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077475","PaymentDetailsCash","500419974","NJ","","","","","","","","1058798622","qa","","600077475","1058790576","BillingTransaction","","2017-04-20 17:12:40.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798622","1060023995"
"NJSS107000067","325.58","ManualPayment","BillingLedgerEntry","1060253310","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077475","PaymentDetailsCash","500420000","NJ","","","","","","","","1058798641","qa","","600077475","1058790592","BillingTransaction","","2017-05-22 17:12:55.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798641","1060253310"
"NJSS107000067","325.58","RecurringPayment","BillingLedgerEntry","1059607754","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077475","AAAPaymentDetailsEFT","500419994","NJ","","","","","","","","1058822619","ipbsys","","600077475","1058820754","BillingTransaction","","2017-05-22 17:12:18.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058822619","1059607754"
"NJSS107000067","325.58","ManualPayment","BillingLedgerEntry","1060253411","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077475","PaymentDetailsCash","500420018","NJ","","","","","","","","1058798654","qa","","600077475","1058790605","BillingTransaction","","2017-06-20 17:12:35.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798654","1060253411"
"NJSS107000067","325.58","ManualPayment","BillingLedgerEntry","1060253622","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077475","PaymentDetailsCash","500420035","NJ","","","","","","","","1058798666","qa","","600077475","1058790617","BillingTransaction","","2017-07-20 17:13:05.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058798666","1060253622"
"NJSS107000067","325.58","ManualPayment","BillingLedgerEntry","1060253742","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077475","PaymentDetailsCash","500420048","NJ","","","","","","","","1058798675","qa","","600077475","1058790626","BillingTransaction","","2017-08-21 17:12:37.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058798675","1060253742"
"NJSS107000067","1496.9","ManualPayment","BillingLedgerEntry","1060253805","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077475","PaymentDetailsCash","500420067","NJ","","","","","","","","1058798685","qa","","600077475","1058790636","BillingTransaction","","2017-10-20 17:12:26.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058798685","1060253805"
"NJSS107000067","938.9","CrossPolicyTransfer","BillingLedgerEntry","1059607930","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077475","PaymentDetailsCash","500420124","NJ","","","","","","","","1058822668","ipbsys","","600077475","1058820807","BillingTransaction","","2018-03-16 17:12:47.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822668","1059607930"
"NJSS107000067","-1496.9","CrossPolicyTransfer","BillingLedgerEntry","1059607925","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077475","","500420123","NJ","","","","","","","","1058822667","ipbsys","","600077475","1058820805","BillingTransaction","","2018-03-16 17:12:45.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822667","1059607925"
"NJSS107000067","558","CrossPolicyTransfer","BillingLedgerEntry","1059607928","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077475","PaymentDetailsCash","500420124","NJ","","","","","","","","1058822668","ipbsys","","600077475","1058820807","BillingTransaction","","2018-03-16 17:12:47.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822668","1059607928"
"NJSS107000067","110.5","ManualPayment","BillingLedgerEntry","1060362008","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077475","PaymentDetailsCash","500420138","NJ","","","","","","","","1058798715","qa","","600077475","1058790666","BillingTransaction","","2018-04-20 17:12:19.0","2018-04-20 00:00:00.0","BillingAccount","2018-04-20 00:00:00.0","exported","1058798715","1060362008"
"NJSS107000069","222.2","ManualPayment","BillingLedgerEntry","1060362177","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077478","PaymentDetailsCash","500420161","NJ","","","","","","","","1058798722","qa","","600077478","1058790672","BillingTransaction","","2017-04-20 18:52:15.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798722","1060362177"
"NJSS107000069","328.58","ManualPayment","BillingLedgerEntry","1060362342","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077478","PaymentDetailsCash","500420173","NJ","","","","","","","","1058798732","qa","","600077478","1058790679","BillingTransaction","","2017-05-22 18:52:18.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798732","1060362342"
"NJSS107000069","328.58","ManualPayment","BillingLedgerEntry","1060362354","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077478","PaymentDetailsCash","500420181","NJ","","","","","","","","1058798736","qa","","600077478","1058790683","BillingTransaction","","2017-06-20 18:52:15.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798736","1060362354"
"NJSS107000069","328.58","ManualPayment","BillingLedgerEntry","1060362419","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077478","PaymentDetailsCash","500420192","NJ","","","","","","","","1058798743","qa","","600077478","1058790690","BillingTransaction","","2017-07-20 18:52:15.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058798743","1060362419"
"NJSS107000069","328.58","ManualPayment","BillingLedgerEntry","1060362428","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077478","PaymentDetailsCash","500420201","NJ","","","","","","","","1058798746","qa","","600077478","1058790693","BillingTransaction","","2017-08-21 18:52:16.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058798746","1060362428"
"NJSS107000069","1831.48","ManualPayment","BillingLedgerEntry","1060362462","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077478","PaymentDetailsCash","500420215","NJ","","","","","","","","1058798752","qa","","600077478","1058790699","BillingTransaction","","2017-10-20 18:52:16.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058798752","1060362462"
"NJSS107000069","558","CrossPolicyTransfer","BillingLedgerEntry","1060430145","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077478","PaymentDetailsCash","500420252","NJ","","","","","","","","1058822735","ipbsys","","600077478","1058820884","BillingTransaction","","2018-03-16 18:52:33.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822735","1060430145"
"NJSS107000069","-1831.48","CrossPolicyTransfer","BillingLedgerEntry","1060430142","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077478","","500420251","NJ","","","","","","","","1058822734","ipbsys","","600077478","1058820883","BillingTransaction","","2018-03-16 18:52:31.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822734","1060430142"
"NJSS107000069","1273.48","CrossPolicyTransfer","BillingLedgerEntry","1060430147","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077478","PaymentDetailsCash","500420252","NJ","","","","","","","","1058822735","ipbsys","","600077478","1058820884","BillingTransaction","","2018-03-16 18:52:33.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822735","1060430147"
"NJSS107000069","113.5","ManualPayment","BillingLedgerEntry","1060362654","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077478","PaymentDetailsCash","500420259","NJ","","","","","","","","1058798768","qa","","600077478","1058790715","BillingTransaction","","2018-04-20 18:52:16.0","2018-04-20 00:00:00.0","BillingAccount","2018-04-20 00:00:00.0","exported","1058798768","1060362654"
"NJSS107000071","181.7","RecurringPayment","BillingLedgerEntry","1059607999","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420160","NJ","","","","","","","","1058822689","ipbsys","","600077480","1058820835","BillingTransaction","","2017-04-20 18:52:15.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058822689","1059607999"
"NJSS107000071","-181.73","PaymentDeclined","BillingLedgerEntry","1060362348","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","PaymentDeclined","600077480","","500420175","NJ","","","","","","","","1058798734","qa","","600077480","1058790681","BillingTransaction","","2017-05-22 18:52:39.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798734","1060362348"
"NJSS107000071","181.73","RecurringPayment","BillingLedgerEntry","1060430035","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420172","NJ","","","","","","","","1058822695","ipbsys","","600077480","1058820840","BillingTransaction","","2017-05-22 18:52:17.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058822695","1060430035"
"NJSS107000071","181.73","ManualPayment","BillingLedgerEntry","1060362351","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077480","PaymentDetailsCash","500420176","NJ","","","","","","","","1058798735","qa","","600077480","1058790682","BillingTransaction","","2017-05-25 18:52:44.0","2017-05-25 00:00:00.0","BillingAccount","2017-05-25 00:00:00.0","exported","1058798735","1060362351"
"NJSS107000071","181.73","OverPaymentReallocationAdjustment","BillingLedgerEntry","1060362366","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","OverPaymentReallocationAdjustment","600077480","PaymentDetailsCash","500420186","NJ","","","","","","","","1058798740","qa","","600077480","1058790688","BillingTransaction","","2017-06-20 18:52:20.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798740","1060362366"
"NJSS107000071","363.46","RecurringPayment","BillingLedgerEntry","1060430054","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420193","NJ","","","","","","","","1058822704","ipbsys","","600077480","1058820849","BillingTransaction","","2017-07-20 18:52:16.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058822704","1060430054"
"NJSS107000071","181.73","RecurringPayment","BillingLedgerEntry","1060430065","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420200","NJ","","","","","","","","1058822709","ipbsys","","600077480","1058820854","BillingTransaction","","2017-08-21 18:52:15.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058822709","1060430065"
"NJSS107000071","181.73","RecurringPayment","BillingLedgerEntry","1060430074","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420208","NJ","","","","","","","","1058822713","ipbsys","","600077480","1058820858","BillingTransaction","","2017-09-20 18:52:16.0","2017-09-20 00:00:00.0","BillingAccount","2017-09-20 00:00:00.0","exported","1058822713","1060430074"
"NJSS107000071","181.73","RecurringPayment","BillingLedgerEntry","1060430085","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420216","NJ","","","","","","","","1058822718","ipbsys","","600077480","1058820863","BillingTransaction","","2017-10-20 18:52:17.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058822718","1060430085"
"NJSS107000071","181.73","RecurringPayment","BillingLedgerEntry","1060430114","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420224","NJ","","","","","","","","1058822722","ipbsys","","600077480","1058820867","BillingTransaction","","2017-11-20 18:52:18.0","2017-11-20 00:00:00.0","BillingAccount","2017-11-20 00:00:00.0","exported","1058822722","1060430114"
"NJSS107000071","181.73","RecurringPayment","BillingLedgerEntry","1060430123","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420229","NJ","","","","","","","","1058822726","ipbsys","","600077480","1058820871","BillingTransaction","","2017-12-20 18:52:15.0","2017-12-20 00:00:00.0","BillingAccount","2017-12-20 00:00:00.0","exported","1058822726","1060430123"
"NJSS107000071","181.73","RecurringPayment","BillingLedgerEntry","1060430132","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420235","NJ","","","","","","","","1058822730","ipbsys","","600077480","1058820875","BillingTransaction","","2018-01-22 18:52:18.0","2018-01-22 00:00:00.0","BillingAccount","2018-01-22 00:00:00.0","exported","1058822730","1060430132"
"NJSS107000071","181.73","RecurringPayment","BillingLedgerEntry","1060430139","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077480","AAAPaymentDetailsEFT","500420245","NJ","","","","","","","","1058822733","ipbsys","","600077480","1058820878","BillingTransaction","","2018-02-20 18:52:16.0","2018-02-20 00:00:00.0","BillingAccount","2018-02-20 00:00:00.0","exported","1058822733","1060430139"
"NJSS107000080","181.7","RecurringPayment","BillingLedgerEntry","1060430276","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420354","NJ","","","","","","","","1058822784","ipbsys","","600077490","1058820955","BillingTransaction","","2017-04-20 21:33:01.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058822784","1060430276"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430444","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420421","NJ","","","","","","","","1058822810","ipbsys","","600077490","1058820975","BillingTransaction","","2017-05-22 21:34:41.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058822810","1060430444"
"NJSS107000080","-181.73","PaymentDeclined","BillingLedgerEntry","1060642883","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","PaymentDeclined","600077490","","500420425","NJ","","","","","","","","1058798865","qa","","600077490","1058790795","BillingTransaction","","2017-05-22 21:35:10.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798865","1060642883"
"NJSS107000080","181.73","ManualPayment","BillingLedgerEntry","1060642973","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077490","PaymentDetailsCash","500420432","NJ","","","","","","","","1058798872","qa","","600077490","1058790802","BillingTransaction","","2017-05-25 21:33:18.0","2017-05-25 00:00:00.0","BillingAccount","2017-05-25 00:00:00.0","exported","1058798872","1060642973"
"NJSS107000080","181.73","OverPaymentReallocationAdjustment","BillingLedgerEntry","1060642988","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","OverPaymentReallocationAdjustment","600077490","PaymentDetailsCash","500420451","NJ","","","","","","","","1058798877","qa","","600077490","1058790808","BillingTransaction","","2017-06-20 21:32:44.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798877","1060642988"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430473","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420459","NJ","","","","","","","","1058822824","ipbsys","","600077490","1058820991","BillingTransaction","","2017-06-20 21:33:21.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058822824","1060430473"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430507","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420501","NJ","","","","","","","","1058822840","ipbsys","","600077490","1060722006","BillingTransaction","","2017-07-20 21:33:39.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058822840","1060430507"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430652","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420534","NJ","","","","","","","","1058822853","ipbsys","","600077490","1060722018","BillingTransaction","","2017-08-21 21:34:11.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058822853","1060430652"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430676","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420549","NJ","","","","","","","","1058822864","ipbsys","","600077490","1060722030","BillingTransaction","","2017-09-20 21:32:41.0","2017-09-20 00:00:00.0","BillingAccount","2017-09-20 00:00:00.0","exported","1058822864","1060430676"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430706","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420581","NJ","","","","","","","","1058822878","ipbsys","","600077490","1060722044","BillingTransaction","","2017-10-20 21:33:21.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058822878","1060430706"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430750","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420597","NJ","","","","","","","","1058822889","ipbsys","","600077490","1060722055","BillingTransaction","","2017-11-20 21:33:02.0","2017-11-20 00:00:00.0","BillingAccount","2017-11-20 00:00:00.0","exported","1058822889","1060430750"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430774","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420614","NJ","","","","","","","","1058822900","ipbsys","","600077490","1060722066","BillingTransaction","","2017-12-20 21:32:41.0","2017-12-20 00:00:00.0","BillingAccount","2017-12-20 00:00:00.0","exported","1058822900","1060430774"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430798","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420640","NJ","","","","","","","","1058822911","ipbsys","","600077490","1060722077","BillingTransaction","","2018-01-22 21:33:25.0","2018-01-22 00:00:00.0","BillingAccount","2018-01-22 00:00:00.0","exported","1058822911","1060430798"
"NJSS107000080","181.73","RecurringPayment","BillingLedgerEntry","1060430819","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","RecurringPayment","600077490","AAAPaymentDetailsEFT","500420667","NJ","","","","","","","","1058822921","ipbsys","","600077490","1060722088","BillingTransaction","","2018-02-20 21:33:05.0","2018-02-20 00:00:00.0","BillingAccount","2018-02-20 00:00:00.0","exported","1058822921","1060430819"
"NJSS107000082","222.2","ManualPayment","BillingLedgerEntry","1060642172","USD","1001","AUTO","","","","","500001003","","","AAA_SS","WUIC","","","ManualPayment","600077492","PaymentDetailsCash","500420361","NJ","","","","","","","","1058798808","qa","","600077492","1058790747","BillingTransaction","","2017-04-20 21:33:07.0","2017-04-20 00:00:00.0","BillingAccount","2017-04-20 00:00:00.0","exported","1058798808","1060642172"
"NJSS107000082","328.58","ManualPayment","BillingLedgerEntry","1060642768","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077492","PaymentDetailsCash","500420412","NJ","","","","","","","","1058798854","qa","","600077492","1058790784","BillingTransaction","","2017-05-22 21:33:56.0","2017-05-22 00:00:00.0","BillingAccount","2017-05-22 00:00:00.0","exported","1058798854","1060642768"
"NJSS107000082","328.58","ManualPayment","BillingLedgerEntry","1060704198","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077492","PaymentDetailsCash","500420468","NJ","","","","","","","","1058798893","qa","","600077492","1058790823","BillingTransaction","","2017-06-20 21:33:59.0","2017-06-20 00:00:00.0","BillingAccount","2017-06-20 00:00:00.0","exported","1058798893","1060704198"
"NJSS107000082","328.58","ManualPayment","BillingLedgerEntry","1060704484","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077492","PaymentDetailsCash","500420499","NJ","","","","","","","","1058798911","qa","","600077492","1058790841","BillingTransaction","","2017-07-20 21:33:33.0","2017-07-20 00:00:00.0","BillingAccount","2017-07-20 00:00:00.0","exported","1058798911","1060704484"
"NJSS107000082","328.58","ManualPayment","BillingLedgerEntry","1060704647","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077492","PaymentDetailsCash","500420525","NJ","","","","","","","","1058798924","qa","","600077492","1058790854","BillingTransaction","","2017-08-21 21:33:03.0","2017-08-21 00:00:00.0","BillingAccount","2017-08-21 00:00:00.0","exported","1058798924","1060704647"
"NJSS107000082","1831.48","ManualPayment","BillingLedgerEntry","1060704811","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","ManualPayment","600077492","PaymentDetailsCash","500420572","NJ","","","","","","","","1058798947","qa","","600077492","1058790876","BillingTransaction","","2017-10-20 21:32:43.0","2017-10-20 00:00:00.0","BillingAccount","2017-10-20 00:00:00.0","exported","1058798947","1060704811"
"NJSS107000082","558","CrossPolicyTransfer","BillingLedgerEntry","1060430884","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077492","PaymentDetailsCash","500420703","NJ","","","","","","","","1058822939","ipbsys","","600077492","1060722118","BillingTransaction","","2018-03-16 21:33:30.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822939","1060430884"
"NJSS107000082","1273.48","CrossPolicyTransfer","BillingLedgerEntry","1060430881","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077492","PaymentDetailsCash","500420703","NJ","","","","","","","","1058822939","ipbsys","","600077492","1060722118","BillingTransaction","","2018-03-16 21:33:30.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822939","1060430881"
"NJSS107000082","-1831.48","CrossPolicyTransfer","BillingLedgerEntry","1060430878","USD","1001","AUTO","","","","","400001650","","","AAA_SS","WUIC","","","CrossPolicyTransfer","600077492","","500420702","NJ","","","","","","","","1058822938","ipbsys","","600077492","1060722117","BillingTransaction","","2018-03-16 21:33:28.0","2018-03-16 00:00:00.0","BillingAccount","2018-03-16 00:00:00.0","exported","1058822938","1060430878"
